89.815,86.008,84.125,85.466,91.433,103.04,116.22,125.45,131.38,137.51,156.6,15.093,21.588,18.774,10.844,179.54,169.07,162.15,158.69,159.44,178.14,38.678,44.368,44.13,41.515,36.034,25.831,12.026,3.0295,3.4512,15.842,34.471,45.11,50.317,53.866,58.467,88.538,135.98,139.93,139.76,135.47,125.22,114.27,109.22,107.98,107.77,106.9,103.59,93.686,70.974,52.446,44.059,37.893,24.911,161.48,145.8,142.2,141.57,143.5,153.15,6.3152,19.158,14.302,179.57,165.61,158.84,156.63,157.55,163.23,5.143,36.037,45.394,47.707,45.722,37.464
99.888,90.161,81.019,77.979,98.39,142.06,147.39,149.39,151.4,154.95,163.75,6.8357,26.973,32.005,29.212,17.771,179.19,167.35,163.93,170.42,33.186,49.18,51.817,51.907,50.488,46.814,38.112,21.195,6.8212,2.8295,7.0547,21.667,45.686,65.378,83.289,103.34,119.42,129.27,135.32,138.79,138.62,130.61,117.99,113.54,114.24,116.11,117.64,117.98,114.45,68.468,43.135,39.226,35.328,22.918,162.56,148.09,144.79,144.05,144.66,148.01,26.298,46.77,48.222,46.122,33.509,2.6615,175.7,2.5142,17.314,32.137,41.766,47.847,52.032,54.57,53.267
129.78,160.85,25.874,20.734,5.6033,170.37,162.65,159.46,158.61,159.67,164.4,5.8467,41.742,50.529,52.802,52.258,44.431,175.56,165.21,3.7848,49.869,56.324,58.138,58.77,58.571,56.9,50.482,24.369,179.72,174.87,175.47,178.77,87.965,98.43,106.17,114.11,121.61,128.48,135.07,142.29,151.7,164.22,119.89,115.56,121.85,126.52,130.31,134.23,140.76,171.39,29.488,35.476,35.934,28.518,163.08,147.61,145.13,144.7,144.72,143.48,62.387,60.471,61.216,62.058,61.793,56.748,40.682,30.696,32.559,38.069,44.151,50.259,56.803,64.777,76.335
165.48,1.768,13.63,16.629,11.553,0.60619,170.53,164.72,161.99,161.25,163.04,12.807,61.179,64.789,66.662,68.732,72.378,83.576,125.48,134.32,63.985,64.431,65.749,67.202,68.875,71.102,75.519,135.85,158.87,162.48,163.99,159.68,122.84,109.07,111.36,116.49,122.43,128.98,137.57,155.36,10.935,27.727,33.579,33.149,156.05,143.38,144.32,147.5,153.74,169.21,19.152,35.138,41.183,43.08,163.16,143.69,144.02,144.92,145.46,140.28,65.134,64.619,65.999,67.67,68.869,67.641,58.182,41.581,36.659,39.449,45.167,52.907,63.843,80.465,100.84
174.91,5.2547,15.704,21.564,20.719,11.904,178.34,168.59,163.55,160.81,158.14,81.276,73.103,72.923,73.842,75.868,80.205,92.322,123.38,138.81,128.54,84.124,79.003,80.279,84.023,91.072,104.97,126.97,143.81,152.86,157.56,155.17,118.91,106.91,110.26,116.18,122.9,130.92,145.64,6.1964,27.158,33.719,36.304,35.419,23.567,166.78,156.05,155.59,159.05,168.61,14.609,39.871,50.501,58.082,74.509,128.8,141.04,145.81,149.56,162.79,61.79,65.44,68.673,72.031,75.485,78.31,76.211,45.913,31.959,35.722,43.757,56.097,76.216,98.862,113.3
179.06,8.7375,22.547,33.498,38.036,35.552,19.451,173.98,162.82,156.92,144.15,89.387,79.524,77.95,78.419,80.565,86.15,104.72,137.58,148.19,148.69,137.45,110.68,101.22,102.33,108.13,117.32,128.42,139.28,148.99,158.38,171.94,69.94,88.086,100.79,112.62,123.7,136.69,166.24,21.223,32.398,37.271,39.588,39.481,33.596,5.8655,163.28,159.31,160.62,167,14.167,49.886,60.14,66.652,75.229,97.071,134.19,149.6,161.04,11.293,51.971,63.41,70.54,77.472,85.74,96.982,114.17,141.55,171.47,13.055,31.648,60.126,95.722,111.49,119.69
0.76225,14.018,40.828,55.017,60.273,62.795,64.556,68.628,141.17,142.69,126.07,94.523,84.222,81.779,82.073,84.818,93.823,126.74,149.89,155.58,156.39,152.64,139.95,123.13,117.08,118.52,123.61,130.72,139.3,150.76,173.65,30.572,48.437,59.486,72.223,95.876,128.06,151.9,0.72724,24.34,35.318,40.923,44.046,45.284,43.185,23.703,164.89,158.87,159.14,163.07,18.549,61.335,67.243,71.39,76.306,85.034,119.12,159.41,173.72,9.4838,32.065,54.37,71.594,87.563,104.06,119.39,132.17,143.25,154.12,165.79,177.67,172.94,112.23,118.41,123.72
174.31,62.875,73.779,74.146,74.31,74.778,75.917,78.816,88.734,119.73,128.93,109.87,91.376,86.19,86.143,90.633,111.91,149.3,158.9,162.09,163.09,161.81,155.58,140.67,128.02,125.41,128.23,133.97,142.9,162.27,21.071,38.307,45.668,50.301,53.676,54.978,166.64,164.22,176.23,19.336,37.601,46.349,51.125,54.246,56.497,57.636,151.93,152.84,154.35,155.96,68.359,69.735,71.92,74.524,77.85,82.969,105.06,169.24,178.44,6.3576,15.493,27.883,64.659,111.95,124.15,131.98,138.6,145.1,152.35,161.31,172.4,1.8723,118.86,121.37,126.71
118.44,101.96,91.2,85.498,82.478,80.939,80.456,81.235,85.63,125.46,154.67,156.65,150.46,117.01,101.02,116.54,152.33,162.53,166.39,168.81,170.68,171.95,171.53,164.67,143.11,131.88,133.37,140.11,154,7.6708,31.779,40.701,45.263,47.837,48.545,44.14,1.375,161.43,161.07,168.39,40.572,59.434,64.371,68.14,73.129,84.241,118.21,140.93,147.58,148.96,104.85,74.598,74.939,77.055,80.218,85.494,116.46,170.63,178.25,3.9482,8.8756,11.438,178.63,138.88,135.72,138.22,142.03,146.84,153.43,164.16,3.2173,25.394,41.913,95.189,129.5
114.73,110.35,102.31,94.632,89.104,85.551,83.415,82.43,84.005,165.54,168.13,168.73,169.24,169.79,170.15,170.12,170.68,172.29,174.58,177.52,1.3704,6.4719,13.123,21.13,29.017,31.2,168.42,164.73,0.19906,21.577,35.281,42.296,46.097,47.985,47.841,41.554,170.85,154.21,150.18,145.33,130.51,98.331,86.421,84.615,86.899,93.738,109.19,130.62,143.62,149.19,138.43,75.605,76.45,79.549,84.367,94.224,135.57,166.09,175.6,2.1851,7.3872,9.9597,3.185,153.39,142.05,141.76,144.26,148.57,156.4,175.26,24.688,38.491,44.178,46.381,38.749
120.63,121.33,116.42,107.69,98.317,90.972,85.812,81.267,14.773,174.26,172.65,172.32,172.74,173.93,176.24,0.19087,4.9585,8.0494,10.61,14.714,20.594,27.429,33.955,39.179,42.602,43.627,40.119,27.176,15.918,22.358,35.862,44.58,48.895,50.803,50.681,43.646,156.49,148.94,145.73,141.36,133.27,119.33,105.08,97.502,95.541,98.089,107.17,127.31,147.72,159.37,169.75,41.862,73.533,82.848,93.717,112.88,139.62,158.01,170.22,0.53653,9.7441,16.94,19.68,2.5004,147.37,143.86,145.76,150.61,164.9,25.284,41.017,45.63,47.273,46.8,42.098
134.1,139,139.31,136.34,128.77,112.91,86.705,23.625,2.9042,177.15,174.78,174.03,174.49,176.4,1.292,16.159,46.672,58.331,58.116,53.813,50.092,48.526,48.334,48.573,48.616,47.904,45.327,36.778,9.2159,169.27,178.77,57.543,60.417,60.878,61.236,65.309,145.86,146.17,144.64,141.68,136.54,128.08,116.69,106.5,100.68,99.431,104.86,134.64,164.14,172.87,178.51,4.3428,11.2,114.3,121.17,130.31,138.72,147.1,157.84,176.51,21.215,35.858,43.23,47.785,51.523,98.687,145.33,158.57,41.359,48.65,50.55,51.106,50.705,48.965,44.254
156.52,158.64,159.94,161.68,164.95,171.65,2.1026,7.8368,4.9176,179.53,175.95,174.64,175.42,179.34,14.947,58.203,71.789,76.24,77.722,76.413,71.973,65.677,60.07,56.23,53.708,51.74,49.394,41.889,146.87,139.98,135,126.9,111.67,93.562,84.393,88.664,134.19,145.5,146.18,144.7,141.71,136.61,128.1,115.65,102.8,92.972,79.873,9.3697,3.1602,2.2699,2.7295,3.3664,2.1953,173.2,150.81,138.85,135.82,134.71,132.21,113.72,64.017,58.01,56.62,56.198,56.208,56.776,58.551,61.228,61.767,60.491,58.947,57.337,55.367,52.41,46.755
175.24,171.85,171.18,172.18,174.82,179.46,6.0684,12.23,12.697,4.6924,175.57,171.97,173.94,12.713,63.225,73.166,78.333,82.705,86.438,88.761,88.389,83.854,75.133,65.93,59.549,55.814,53.903,118.74,138.27,136.99,134.81,131.36,125.37,114.29,97.317,82.851,75.568,155.94,155.43,153.85,152.58,151.63,151.33,155.07,34.294,40.962,34.722,24.425,14.634,8.4834,5.5167,4.2433,2.9576,178.86,165.96,144.35,131.1,123.28,114.67,101,83.419,70.612,63.481,59.386,57.002,56.176,57.947,64.319,72.553,75.177,72.99,69.087,64.662,59.45,51.134
7.4173,0.70207,178.22,178.34,0.5828,5.3466,14,29.054,51.53,76.158,95.247,103.46,97.38,81.984,75.689,76.432,80.62,87.019,94.464,101.25,105.88,107.35,103.88,90.854,71.091,60.499,58.867,134.79,137.71,137.17,135.97,133.95,130.19,121.41,97.036,70.708,59.194,49.818,33.248,9.6896,178.83,177.68,2.5958,12.555,23.477,30.565,33.118,31.316,24.501,14.415,7.2446,4.9908,5.5457,6.4164,4.2105,161.19,121.73,113.59,108.49,101.97,92.35,80.048,68.666,60.675,55.757,53.398,54.816,68.878,98.549,106.23,105.19,101.01,94.878,87.365,78.467
19.783,9.3077,4.4469,3.8648,6.8869,15.231,35.182,61.968,77.412,86.677,93.131,96.654,95.382,87.147,77.188,74.073,78.478,90.523,106.46,117.92,124.38,128.09,130.29,131.41,130.7,58.342,44.311,141.12,139.11,138.56,138.02,137.06,134.87,127.62,84.671,61.123,55.785,51.962,46.444,36.476,23.256,15.273,14.448,18.14,24.006,30.269,36.023,41.167,45.737,45.863,174.44,179.67,11.014,19.502,26.032,34.901,75.394,102.87,106.79,106.35,102.65,93.702,76.686,59.391,49.495,43.804,38.497,142.6,131.18,128.66,126.95,125.56,124.54,124.7,129.82
43.46,28.562,15.655,13.59,22.013,43.895,64.516,75.725,83.295,89.591,94.957,98.782,99.403,91.935,70.359,56.652,54.252,85.285,135.38,138.04,139.53,140.89,142.47,144.79,149.81,173.12,33.539,36.386,145.23,141.8,141.86,142.23,142.55,142.23,55.698,54.697,54.448,53.696,51.564,46.202,35.182,23.106,18.237,19.549,24.486,32.025,43.093,61.507,84.912,99.672,106.83,108.85,74.032,37.731,37.557,40.242,47.406,77.615,108.26,115.28,117.79,118.9,119.6,26.11,25.263,20.237,5.1327,156.35,142.39,137.45,135.31,134.35,134.14,134.75,137.45
75.351,79.19,81.625,78.698,73.504,73.309,76.254,80.644,86.023,92.174,98.699,105.03,110.8,118.39,22.426,24.738,22.02,10.723,168.81,155.43,150.71,149.36,149.73,151.88,158.71,12.081,41.174,46.919,47.113,10.755,153.48,153.25,156.91,170.47,34.376,49.317,53.963,56.353,57.466,56.427,48.644,26.959,15.379,16.497,23.31,35.869,59.521,85.2,98.365,105,108.41,108.75,98.641,50.899,41.256,40.16,40.941,44.021,120.52,130.22,133.64,138.24,147.1,164.52,1.212,5.9351,179.42,162.19,148.36,142.42,140.14,139.54,140.04,141.96,151.21
90.153,93.609,95.974,95.325,90.212,83.736,80.912,82.42,87.52,95.932,107.18,120.34,136.81,162.53,6.057,16.184,18.907,15.838,5.2313,170.07,160.22,156.12,155.34,157.67,169.06,31.43,46.951,50.671,51.24,47.681,25.152,175.48,172.96,0.58203,20.132,41.932,53.996,61.625,68.534,77.141,91.907,122.41,151.82,170.54,10.41,48.625,82.935,96.486,103.91,108.61,111.48,112.35,107.32,56.341,40.961,38.863,37.871,34.96,3.9934,145.43,143.51,145.85,151.47,161.95,176.17,5.8904,6.1488,173.26,154.77,146.51,144.19,144.5,147.05,155.84,25.878
98.478,101.04,103.23,103.64,100.15,91.159,81.828,79.294,85.991,108.06,131.95,144.42,154.29,166.53,1.9792,14.932,21.888,23.632,19.818,7.9359,172.09,163.08,160.49,163.57,6.507,43.859,51.666,54.019,54.442,52.457,42.796,13.676,179.52,179.39,6.1949,23.748,54.266,76.154,91.034,103.62,114.41,123.46,131.27,138.3,142.75,103.63,93.337,100.72,107.44,112.42,115.94,118.2,118.33,51.654,37.898,37.308,36.601,33.444,14.665,154.54,147.89,148.31,152.12,160.98,178.65,17.171,25.998,26.198,3.2179,153.13,149.79,152.76,162.39,10.554,36.702
106.12,108.91,112.37,115.76,118.54,120.14,30.672,26.909,14.222,172.04,160.72,158.06,159.58,165.22,177.77,16.487,29.661,35.649,37.364,34.804,22.526,177.35,166.37,170.78,35.241,52.657,56.317,57.81,58.326,57.434,51.651,20.01,176.29,173.13,173.76,174.1,148.57,109.94,111.68,116.06,120.73,125.26,129.69,134.26,139.17,130.39,80.323,97.204,110.27,117.96,122.96,126.99,132.13,168.83,32.111,36.062,37.095,35.693,24.266,158.16,147.99,147.38,150.01,158.77,14.674,40.175,47.198,50.846,53.129,51.913,18.387,2.8398,13.612,27.724,38.831
118.67,122.93,129.35,138.06,151.44,170.75,5.8694,11.88,10.969,3.7036,172.55,163.83,159.74,159.7,166.71,23.866,46.752,52.066,54.476,56.17,57.895,60.749,71.709,83.833,63.57,61.771,62.132,62.988,64.042,65.142,65.736,175.7,163.09,164.2,165.04,162.95,149.82,128.1,121.52,121.87,124.18,127.17,130.74,135.94,151.16,23.804,36.643,42.569,113.37,132,135.47,138.81,144.14,160.26,22.259,35.815,40.092,41.875,40.728,150.92,141.97,142,142.93,144.9,54.161,56.003,57.616,59.192,60.44,60.234,54.462,37.44,28.481,31.166,38.02
160.82,155.69,155.54,159.33,166.59,176.57,6.3135,12.718,14.775,11.734,1.7477,166.75,155.08,147.29,136.95,94.849,71.973,67.691,66.75,67.332,69.401,74.088,84.783,101.23,102.11,83.028,73.935,72.727,74.699,79.788,92.641,124.42,145.89,154.67,159.6,161.49,156.43,139.03,127.55,125.66,126.99,129.56,133.51,143.03,8.1611,28.87,32.684,32.249,25.337,177.44,155.54,150.86,151.34,156.68,2.5824,38.541,47.694,52.867,60.362,89.614,123.58,129.65,127.22,96.29,67.287,63.477,63.314,64.137,65.129,65.337,62.046,47.465,29.96,27.357,32.326
8.6858,1.2171,173.19,169.71,171.68,178.54,8.3771,17.24,22.689,24.292,19.646,169.75,139.64,130.11,120.66,105.58,89.055,79.405,75.252,74.204,75.632,80.779,95.036,119.49,131.85,132.71,122.22,105.06,99.409,102.82,111.4,122.62,134.03,144.92,156.06,167.78,177.89,179.57,145.47,131.01,131.26,134.16,140.67,169.59,25.364,32.119,33.693,32.749,28.354,16.039,173.83,159.73,154.27,152.3,152.23,60.812,63.179,66.219,71.979,83.978,102.95,114.83,113.2,91.139,72.73,68.194,67.792,68.914,70.811,73.053,74.641,65.173,7.8347,7.2397,10.033
19.733,14.577,4.3357,174.27,171.21,176.87,12.052,28.098,37.654,43.839,51.012,74.433,112.05,118.94,118.02,112.17,101.42,89.761,82.338,79.432,80.471,87.95,112.44,136.27,144.24,146.68,145.65,139.68,128.61,120.52,118.98,121.22,125.47,132.3,151.6,16.412,28.778,32.93,34.411,32.724,18.381,167.75,174.3,20.761,32.067,35.553,36.359,35.425,32.218,24.247,5.9961,164.8,153.46,146.2,135.42,103.61,81.21,76.526,77.258,82.195,93.091,107.69,114.05,101.1,79.203,73.357,73.762,76.845,82.336,91.542,107.89,131.71,150.12,160.06,163.66
29.964,28.506,19.835,170.09,151.63,147.46,52.768,55.779,57.349,59.947,64.773,75.323,96.642,114.44,121.1,121.73,117.2,105.96,92.027,84.525,85.286,102.85,137.25,147.94,151.84,153.85,154.48,152.72,145.74,132.48,122.18,118.09,116.44,112.99,76.29,43.07,39.819,38.925,38.265,37.135,34.768,30.042,25.23,31.024,38.564,41.161,41.457,40.494,38.118,32.809,18.083,165.93,147.98,138.54,127.92,110.79,92.542,82.649,78.788,78.777,84.562,116.11,145.21,151.14,149.68,128.71,108.36,109.47,115.7,122.81,129.77,136.69,143.9,151.06,156.49
43.026,48.687,64.95,105.19,116.05,114.51,102.27,81.981,71.247,68.186,68.958,73.647,87.33,114.67,130.91,137.52,141.1,143.7,146.68,157.47,168.67,156.68,155.42,156.36,158.08,160.22,162.51,164.38,163.95,152.73,120.69,109.28,104.69,96.154,72.843,52.03,44.731,41.772,40.1,38.714,37.084,34.688,31.17,92.596,78.641,63.07,55.97,52.119,49.381,46.717,42.153,149.83,135.57,130.54,124.23,114.31,99.902,85.651,75.53,67.16,47.363,177.45,168,164.87,162.47,158.99,153.42,146.65,141.15,138.12,137.25,138.18,141.13,146.94,155.77
58.824,68.313,84.949,102.76,111.98,114,109.28,95.549,79.892,71.969,69.335,69.813,75.288,128.05,150.43,155.7,160.05,165.24,171.88,179.09,2.8234,177.83,168.23,163.96,164.57,168.01,173.5,0.75289,9.6991,21.834,48.13,82.09,91.811,90.802,78.98,59.861,48.748,43.9,41.386,39.673,38.06,35.618,128.58,123.37,118.63,110.9,98.015,82.641,72.159,67.812,70.199,90.647,117.3,123.34,123.04,119.21,109.4,83.687,54.276,36.669,19.788,4.4319,174.61,169.14,165.84,163.21,160.25,156.36,151.5,146.24,141.42,137.74,135.94,138.79,163.93
72.483,79.411,91.285,104.95,114.55,118.96,118.4,109.75,88.418,72.442,66.112,62.508,54.963,2.2903,168.37,167.87,169.99,173.7,178.8,4.8904,10.674,13.263,7.5991,176.8,175.92,3.167,12.948,21.743,28.846,35.221,42.966,57.43,82.476,96.469,96.942,82.248,57.35,46.611,42.474,40.148,37.838,0.26405,129.27,126.66,124.13,120.68,115.32,106.62,94.469,83.67,79.035,82.692,98.262,116.17,125.4,131.62,145.31,9.3335,21.088,21.37,17.185,9.1055,179.42,172.23,168.47,166.77,165.68,164.1,161.08,155.54,146.02,131.14,111.11,85.354,58.935
81.157,84.485,94.234,108.91,121.46,128.84,132.55,133.08,121.68,62.545,55.542,50.648,38.158,11.552,177.95,175.06,176.1,179.45,4.8845,12.749,23.76,38.67,55.317,65.807,62.381,47.816,40.335,38.698,39.061,40.294,42.485,47.772,78.984,115.55,120.69,121.29,117.96,77.162,44.213,39.435,31.047,135.77,131.27,129.38,127.69,125.59,122.45,117.02,106.74,90.67,77.61,72.435,74.341,94.956,143.53,159.63,172.85,4.4746,12.648,17.601,19.826,18.391,9.958,177.08,171.81,172.4,174.6,176.73,178.43,0.26643,11.701,77.559,77.846,73.225,64.871
84.645,83.842,93.228,117.69,136.76,145.04,150.09,155.18,164.12,7.982,32.65,38.12,32.645,16.973,4.1263,0.17198,1.2613,5.8166,14.168,27.66,45.736,62.343,73.476,79.305,79.614,72.821,60.487,50.791,45.816,43.363,41.92,40.311,149.86,133.3,132.28,131.76,131.35,131.03,131.38,139.73,145.03,137,134.19,132.73,131.63,130.48,128.88,125.91,117.92,88.585,62.897,55.887,51.66,40.198,4.8848,175.09,177.2,2.4799,9.0463,16.95,28.606,49.354,70.761,79.939,77.571,42.237,23.575,22.02,24.581,31.448,45.961,63.483,72.416,74.078,70.517
74.406,65.875,57.306,169.58,163.12,162.86,164.12,166.68,171.29,0.035195,15.558,31.439,37.803,31.972,14.758,7.046,10.508,21.791,38.193,53.394,65.07,74.333,81.677,86.714,88.629,86.029,76.846,62.935,52.094,45.527,40.236,30.146,160.36,142.05,137.84,135.8,134.41,133.23,132.11,131.71,146.32,150.19,142.55,139.73,138.64,138.44,139.05,141.17,150.76,28.394,39.482,41.669,41.057,34.663,13.4,177.49,175.67,178.9,4.957,17.007,53.157,77.535,84.128,85.796,83.807,75.636,57.95,43.133,38.26,39.679,47.033,60.618,73.424,79.624,80.024
33.341,37.282,29.685,14.808,2.3952,176.24,173.83,173.57,175.04,178.81,8.1263,39.102,70.439,81.868,87.71,88.18,81.718,73.816,70.726,71.816,75.729,81.744,88.798,95.148,99.264,100.22,96.566,84.338,62.967,47.05,35.762,17.672,164.21,148.02,141.78,138.36,135.91,133.67,130.7,117.03,44.966,38.076,27.904,5.0086,165.79,160.58,162.5,170.77,5.6039,20.12,29.208,34.515,37.388,36.269,16.059,168.9,167.26,171.11,177.06,13.086,78.912,86.428,88.875,89.348,87.699,82.317,69.711,52.427,42.42,39.896,43.438,57.145,80.122,92.575,96.911
27.783,32.905,30.588,23.526,14.613,7.1739,2.3492,179.67,178.52,178.54,179.95,90.14,92.241,94.074,95.119,94.63,92.094,87.863,83.563,81.256,82.522,88.678,99.283,109.33,115.3,117.89,118.19,116.38,109.87,48.004,24.73,10.977,172.22,156.01,146.54,140.84,136.68,132.48,123.18,59.333,46.975,42.788,38.924,33.578,25.428,15.888,10.075,9.9494,13.808,19.43,25.38,31.394,38.381,50.809,104.07,131.61,144.31,155.26,163.99,165.53,89.754,91.515,93.036,93.569,92.692,89.196,79.274,57.653,40.479,33.903,32.187,37.524,109.31,114.23,115.68
31.022,36.55,36.588,33.117,27.511,21.122,15.191,10.313,6.1199,174.4,100.39,98.118,98.101,98.564,98.812,98.343,96.864,94.361,91.217,88.547,89.638,107.97,133.18,137.78,137.27,135.61,133.76,132.17,131.66,137.35,6.5294,15.306,9.9195,177.38,160.03,145.92,136.06,124.53,82.336,54.765,48.28,44.966,42.389,39.579,35.669,29.956,23.248,18.416,17.136,18.851,22.851,30.18,50.553,90.692,105.54,113.56,122.17,135.92,156.08,170.6,105.25,97.357,99.04,100.13,100.43,99.474,95.044,65.183,27.368,19.902,13.213,175.46,142.64,130.77,127.29
42.4,49.265,50.267,49.102,47.689,47.325,49.803,59.102,77.739,91.617,97.517,100.23,101.81,102.83,103.32,103.24,102.67,101.83,101.36,105.6,165.52,171.53,168.26,162.86,156.46,149.94,144.07,139.3,135.86,134.7,172.98,30.889,31.146,30.278,29.737,32.922,65.741,76.161,65.018,55.267,49.779,46.825,45.134,43.933,42.483,39.67,33.869,25.084,17.939,15.376,16.804,28.541,94.978,102.24,105.45,108.31,112.24,122.1,163.53,3.4912,6.0013,173.28,120.44,114.39,113.86,115.04,119.2,141.68,0.51427,5.5228,2.3964,171.57,153.35,140.11,134.04
